Type;AssetCodeISIN;DeclarationDate;ExDate;CashAmount;Period;PaymentDate;Notes;Hash
RENDIMENTO;BRHBCRR06M14;2022-04-29;2022-04-29;0.72207941660;ABRIL/2022;2022-05-13;;18107931080065876453
RENDIMENTO;BRHBCRCTF001;2022-03-31;2022-03-31;0.42190084900;MARÇO/2022;2022-04-14;;6304766671074011478
RENDIMENTO;BRHBCRR03M17;2022-03-31;2022-03-31;0.42190084900;MARÇO/2022;2022-04-14;;5179312499961154377
RENDIMENTO;BRHBCRR04M16;2022-03-31;2022-03-31;0.42190084900;MARÇO/2022;2022-04-14;;3330084963825104929
RENDIMENTO;BRHBCRR05M15;2022-03-31;2022-03-31;0.42190084900;MARÇO/2022;2022-04-14;;3793001079296198334
RENDIMENTO;BRHBCRR06M14;2022-03-31;2022-03-31;0.42190084900;MARÇO/2022;2022-04-14;;670414076242105334
RENDIMENTO;BRHBCRCTF001;2022-02-25;2022-02-25;0.83137823370;FEVEREIRO/2022;2022-03-15;;9536300417271007613
RENDIMENTO;BRHBCRR03M17;2022-02-25;2022-02-25;0.83137823370;FEVEREIRO/2022;2022-03-15;;5769876160892073528
RENDIMENTO;BRHBCRR04M16;2022-02-25;2022-02-25;0.83137823370;FEVEREIRO/2022;2022-03-15;;4769399865268562742
RENDIMENTO;BRHBCRR05M15;2022-02-25;2022-02-25;0.83137823370;FEVEREIRO/2022;2022-03-15;;2424941109588472147
RENDIMENTO;BRHBCRCTF001;2022-01-31;2022-01-31;0.54541225340;JANEIRO/2021;2022-02-14;;12855753824632134624
RENDIMENTO;BRHBCRR03M17;2022-01-31;2022-01-31;0.54541225340;JANEIRO/2021;2022-02-14;;8165003632428060557
RENDIMENTO;BRHBCRR04M16;2022-01-31;2022-01-31;0.54541225340;JANEIRO/2021;2022-02-14;;3146479093338308446
RENDIMENTO;BRHBCRR05M15;2022-01-31;2022-01-31;0.54541225343;JANEIRO/2021;2022-02-14;;15351297603485795401
RENDIMENTO;BRHBCRR04M16;2022-01-17;2022-01-17;0.54920771730;DEZEMBRO/2021;2022-01-24;;3272376495302461750
RENDIMENTO;BRHBCRR05M15;2022-01-17;2022-01-17;0.54920771730;DEZEMBRO/2021;2022-01-24;;16895677612358257541
RENDIMENTO;BRHBCRR03M17;2022-01-14;2022-01-14;0.54920771730;DEZEMBRO/2021;2022-01-21;;4610522518113065129
RENDIMENTO;BRHBCRR03M17;2022-01-14;2022-01-14;0.54920771730;DEZEMBRO/2021;2022-01-21;;10834215893855638874
RENDIMENTO;BRHBCRCTF001;2022-01-03;2022-01-03;0.54920771730;DEZEMBRO/2021;2022-01-14;;9373202390597524123
RENDIMENTO;BRHBCRR03M17;2022-01-03;2022-01-03;0.54920771730;DEZEMBRO/2021;2022-01-14;;5646524656733685913
RENDIMENTO;BRHBCRCTF001;2021-12-30;2021-12-30;0.54920771730;DEZEMBRO/2021;2022-01-14;;10045265277083239171
RENDIMENTO;BRHBCRR03M17;2021-12-30;2021-12-30;0.54920771730;DEZEMBRO/2021;2022-01-14;;17237421444821022626
RENDIMENTO;BRHBCRCTF001;2021-11-30;2021-11-30;1.12350658510;NOVEMBRO/2021;2021-12-14;;6177570156188400622
RENDIMENTO;BRHBCRR03M17;2021-11-30;2021-11-30;1.12350658510;NOVEMBRO/2021;2021-12-14;;13303400326123700662
RENDIMENTO;BRHBCRCTF001;2021-10-29;2021-10-29;1.12059028723;OUTUBRO/2021;2021-11-16;;15415665182908098801
RENDIMENTO;BRHBCRR03M17;2021-10-29;2021-10-29;1.12059028723;OUTUBRO/2021;2021-11-16;;12279666559790841877
RENDIMENTO;BRHBCRCTF001;2021-09-30;2021-09-30;1.01771364040;SETEMBRO/2021;2021-10-15;;3696187551286800300
RENDIMENTO;BRHBCRR03M17;2021-09-30;2021-09-30;1.01771364040;SETEMBRO/2021;2021-10-15;;8488673199083057796
RENDIMENTO;BRHBCRCTF001;2021-08-31;2021-08-31;1.15343445468;AGOSTO/2021;2021-09-15;;7542904663994479943
RENDIMENTO;BRHBCRCTF001;2021-07-30;2021-07-30;0.86876766315;JULHO/2021;2021-08-13;;14299749320919902929
RENDIMENTO;BRHBCRCTF001;2021-06-30;2021-06-30;0.83945779100;JUNHO/2021;2021-07-15;;10975674712832774216
RENDIMENTO;BRRZTRCTF003;2022-05-31;2022-05-31;1.25000000000;Maio/2022;2022-06-07;;13907128759836347862
RENDIMENTO;BRRZTRCTF003;2022-04-29;2022-04-29;1.25000000000;Abril/2022;2022-05-06;;8696741362105156431
RENDIMENTO;BRRZTRCTF003;2022-03-31;2022-03-31;1.25000000000;Março/2022;2022-04-07;;7506583750268304569
RENDIMENTO;BRRZTRCTF003;2022-02-25;2022-02-25;1.25000000000;Fevereiro/2022;2022-03-08;;11032688449714607115
RENDIMENTO;BRRZTRCTF003;2022-01-31;2022-01-31;1.25000000000;Janeiro/2022;2022-02-07;;4473006853290848976
RENDIMENTO;BRRZTRCTF003;2021-12-30;2021-12-30;1.25000000000;Dezembro/2021;2022-01-07;;10264857446163257518
RENDIMENTO;BRRZTRCTF003;2021-11-30;2021-11-30;1.25000000000;Novembro/2021;2021-12-07;;18039810343551579979
RENDIMENTO;BRRZTRCTF003;2021-10-29;2021-10-29;0.95000000000;Outubro/2021;2021-11-08;;193566253553342334
RENDIMENTO;BRRZTRCTF003;2021-09-30;2021-09-30;0.95000000000;Setembro/2021;2021-10-07;;17436335566160844644
RENDIMENTO;BRRZTRCTF003;2021-08-31;2021-08-31;0.90000000000;Agosto/2021;2021-09-08;;2420875383254113080
RENDIMENTO;BRRZTRCTF003;2021-07-30;2021-07-30;0.90000000000;Julho/2021;2021-08-06;;3749218016286078201
RENDIMENTO;BRRZTRCTF003;2021-06-30;2021-06-30;0.77000000000;Junho/2021;2021-07-07;;5097538705833776963
AMORTIZACAO RF;BRROOFCTF003;2022-05-31;2022-05-31;32.26014582000;MAIO/2022;2022-06-14;;3176950751828494522
AMORTIZACAO RF;BRROOFCTF003;2022-04-29;2022-04-29;38.71217498000;Abril/2022;2022-05-13;;5423242328780996845
AMORTIZACAO RF;BRROOFCTF003;2022-02-25;2022-02-25;38.71217498000;fevereiro/2022;2022-03-15;;13868657251429199047
RENDIMENTO;BRGCFFCTF009;2022-06-13;2022-06-13;0.77000000000;Maio/2022;2022-06-21;;13077423705915132085
AMORTIZACAO RF;BRGCFFCTF009;2022-06-13;2022-06-13;0.50000000000;Maio/2022;2022-06-21;;15410921665942936572
RENDIMENTO;BRGCFFCTF009;2022-05-12;2022-05-12;0.75000000000;Abril/2022;2022-05-19;;18228651540844264339
AMORTIZACAO RF;BRGCFFCTF009;2022-05-12;2022-05-12;0.50000000000;Abril/2022;2022-05-19;;13363972885070937648
RENDIMENTO;BRGCFFCTF009;2022-04-13;2022-04-13;0.78000000000;Março/2022;2022-04-22;;2188029362223131251
AMORTIZACAO RF;BRGCFFCTF009;2022-04-13;2022-04-13;0.50000000000;Março/2022;2022-04-22;;2031873225294995193
RENDIMENTO;BRGCFFCTF009;2022-03-14;2022-03-14;0.75000000000;Fevereiro/2022;2022-03-21;;15285021409359284593
AMORTIZACAO RF;BRGCFFCTF009;2022-03-14;2022-03-14;0.50000000000;Fevereiro/2022;2022-03-21;;11179744102170310568
RENDIMENTO;BRGCFFCTF009;2022-02-11;2022-02-11;0.75000000000;Janeiro/2022;2022-02-18;;147174044853632997
AMORTIZACAO RF;BRGCFFCTF009;2022-02-11;2022-02-11;1.00000000000;Janeiro/2022;2022-02-18;;12422601880383385928
RENDIMENTO;BRGCFFCTF009;2022-01-13;2022-01-13;0.79200000000;Dezembro/2021;2022-01-20;;18057354101481729232
RENDIMENTO;BRGCFFCTF009;2021-12-13;2021-12-13;0.70000000000;Novembro/2021;2021-12-20;;18087559292170180751
RENDIMENTO;BRGCFFCTF009;2021-11-12;2021-11-12;0.67000000000;Outubro/2021;2021-11-22;;4016007315163695126
RENDIMENTO;BRGCFFCTF009;2021-10-14;2021-10-14;0.67000000000;Setembro/2021;2021-10-21;;5271061445534467076
RENDIMENTO;BRGCFFCTF009;2021-09-14;2021-09-14;0.67000000000;Agosto/2021;2021-09-21;;6628756081459456380
RENDIMENTO;BRGCFFCTF009;2021-08-12;2021-08-12;0.70000000000;Julho/2021;2021-08-19;;15314798980053644196
RENDIMENTO;BRGCFFCTF009;2021-07-14;2021-07-14;0.70000000000;Junho/2021;2021-07-21;;9450297005811997542
RENDIMENTO;BRGCRICTF008;2022-06-13;2022-06-13;1.55000000000;Maio/2022;2022-06-21;;17903823363356456612
RENDIMENTO;BRGCRICTF008;2022-05-12;2022-05-12;1.51000000000;Abril/2022;2022-05-19;;6063570102946883464
RENDIMENTO;BRGCRICTF008;2022-04-13;2022-04-13;1.48000000000;Março/2022;2022-04-22;;11061241154958027803
RENDIMENTO;BRGCRICTF008;2022-03-14;2022-03-14;1.40000000000;Fevereiro/2022;2022-03-21;;11311669348522296009
RENDIMENTO;BRGCRICTF008;2022-02-11;2022-02-11;1.20000000000;Janeiro/2022;2022-02-18;;18385514610136398368
RENDIMENTO;BRGCRICTF008;2022-01-13;2022-01-13;1.38000000000;Dezembro/2021;2022-01-20;;11419472403756299018
RENDIMENTO;BRGCRICTF008;2021-12-13;2021-12-13;1.12000000000;Novembro/2021;2021-12-20;;15080606469627231050
RENDIMENTO;BRGCRICTF008;2021-11-12;2021-11-12;1.03000000000;Outubro/2021;2021-11-22;;17381481477185353617
RENDIMENTO;BRGCRICTF008;2021-10-14;2021-10-14;1.02000000000;Setembro/2021;2021-10-21;;17254339232496690244
RENDIMENTO;BRGCRIR09M15;2021-10-14;2021-10-14;1.02000000000;Setembro/2021;2021-10-21;;13132728162481101590
RENDIMENTO;BRGCRIR10M12;2021-10-14;2021-10-14;1.02000000000;Setembro/2021;2021-10-21;;14806958946290807665
RENDIMENTO;BRGCRIR11M11;2021-10-14;2021-10-14;0.21103450000;Setembro/2021;2021-10-21;;16108776289515303508
RENDIMENTO;BRGCRICTF008;2021-09-14;2021-09-14;1.02000000000;Agosto/2021;2021-09-21;;1714387165920203744
RENDIMENTO;BRGCRICTF008;2021-08-12;2021-08-12;1.02000000000;Julho/2021;2021-08-19;;2921244892203797810
RENDIMENTO;BRGCRICTF008;2021-07-14;2021-07-14;1.01000000000;Junho/2021;2021-07-21;;5877831515927474268
RENDIMENTO;BRGSFICTF009;2020-06-30;2020-06-30;0.00069400000;JUNHO/2020;2020-07-14;;1056101049700569478
RENDIMENTO;BRFIGSCTF009;2022-05-31;2022-05-31;0.37000000000;Maio/2022;2022-06-14;;14434415597124437315
RENDIMENTO;BRFIGSCTF009;2022-04-29;2022-04-29;0.37000000000;Abril/2022;2022-05-13;;2947998595746855473
RENDIMENTO;BRFIGSCTF009;2022-03-31;2022-03-31;0.37000000000;Março/2022;2022-04-14;;10724772137583575602
RENDIMENTO;BRFIGSCTF009;2022-02-25;2022-02-25;0.37000000000;Fevereiro/2022;2022-03-15;;6693472684711245434
RENDIMENTO;BRFIGSCTF009;2022-01-31;2022-01-31;0.37000000000;Janeiro/2022;2022-02-14;;3057109082479801031
RENDIMENTO;BRFIGSCTF009;2021-12-30;2021-12-30;0.37000000000;Dezembro/2021;2022-01-14;;2942080072875387356
RENDIMENTO;BRFIGSCTF009;2021-11-30;2021-11-30;0.32000000000;Novembro/2021;2021-12-14;;7711898636953703717
RENDIMENTO;BRFIGSCTF009;2021-10-29;2021-10-29;0.30000000000;Outubro/2021;2021-11-16;;7358041487813843029
RENDIMENTO;BRFIGSCTF009;2021-09-30;2021-09-30;0.30000000000;Setembro/2021;2021-10-15;;6972710610956669390
RENDIMENTO;BRFIGSCTF009;2021-08-31;2021-08-31;0.30000000000;Agosto/2021;2021-09-15;;6389175223636648849
RENDIMENTO;BRFIGSCTF009;2021-07-30;2021-07-30;0.25000000000;Julho/2021;2021-08-13;;9548781033439831503
RENDIMENTO;BRFIGSCTF009;2021-06-30;2021-06-30;0.29000000000;Junho/2021;2021-07-15;;8597862691484490999
RENDIMENTO;BRGGRCCTF002;2022-06-01;2022-06-01;0.93000000000;Maio/2022;2022-06-08;;17997296040534964836
